,date,text,sentiment
11330,2020-01-30,So @ Maisie_Williams sings # Frozen in the new @ AudiOfficial commercial. Maybe Arya Stark did want to be a princess after all. http://audi.us/LetItGo,Neutral
11899,2020-01-29,Well this is cringe,Negative
1851,2020-01-24,"# friendshipgoals # castle # art # contenporaryart # contemporaryartist # theresart # theresiafaulandnerat # artisticnomadin # artisajourney # austria # lingolstadt # audi # beyourself # loveyourself @Ingolstadt, Germany https://www.instagram.com/p/B7tJiNwnCou/?igshid=1kh2jlqd0kq5d …",Neutral
9607,2020-01-28,寒い… # Audi # Q5 # 最低気温pic.twitter.com/3ryqTloiuT,Neutral
16308,2020-01-31,Lower individual tax bracket not corporate tax.Because common people think twice before buying parle. Rich don't think once before buying Audi car.,Negative
5297,2020-01-27,"My Audi Urquattros had the same turbo lag but the 4x4 was secure...however yes, aspirational still # PorscheSauce so true so wonderfull # ownonetoknow",Positive
12846,2020-01-29,2017 Audi A8 L 3.0 TFSI ** Gray ** Sedan 4 Doors - $41995.00 - to view more details go to https://QuestAutoSalesInc.v12soft.com/inventory/view/12208954 …,Neutral
2084,2020-01-24,"Yes, I've read a few articles saying creep contributed to the Tesla and Audi cases the manual and creep off cars had lower incidents because people thought they were hitting the brake they hit it harder and boom because it was the accelerator.",Negative
2651,2020-01-24,SAM-BUNG BA-YAR AUDI A4 QUATTRO S-LINE AUTO YEAR 2010/2015 MONTHLY RM 2100 BALANCE 4 YEARS 11 MONTHS ROADTAX NEW AKRAPOVIC EXHAUST STAGE 1 REMAP ECU SPORT RIM 19” TIPTOP CONDITION DP CALL/WHATSAPP 0133524312 pic.twitter.com/wgnotPKwao,Neutral
13089,2020-01-31,A splitter made for an @ Audi RS6 about to go on my @ UKVolkswagen Lupo.... could be funpic.twitter.com/ehlqmu7dSf,Neutral
11486,2020-01-29,I like this video very much Maisie @ Maisie_Williams Is very beautiful girl and sing very good i Love her very much i am from Romania i like very much Thank you very much,Positive
1070,2020-01-25,"awww Matty, can we send all the unwanted infants to you after they are born then?",Neutral
5524,2020-01-26,Audi Car Lease in Torfaen # Audi # Vehicle # Leasing # Torfaen https://www.car-leasing-companies.co.uk/audi/torfaen/,Neutral
6415,2020-01-26,audi rs4 b5 avant pic.twitter.com/BeNbV9cjEk,Neutral
10153,2020-01-28,"| “A perfect weekend away celebrating @ daisystenham turning 30 Thank you @ audiuk and @ tonyameli for the equally perfect @ audi # A7 It drives like a dream and, luckily, can also fit in enough supplies for 40 pals! ” - Douglas Booth via Instagrampic.twitter.com/bmAKQpKbQN",Positive
12587,2020-01-29,ポルシェには劣る部分が確かにある。でもやはりAudiか,Neutral
10373,2020-01-30,not sure i see the “ev progress/future” of audi here either @ 72andSunny,Negative
11077,2020-01-30,u rap about a audi too much...... BECAUSE MY AUDI PAID OFF BITCH HUSH,Negative
3935,2020-01-25,Plus he’s ok with killing Palestinian babies.,Negative
5677,2020-01-26,"We make a perfect backup to your event safety services, bookings for 2020 now being taken ►Fully Licensed by Motorsport UK ►Defibrillator ►Equipment carried as defined by Motorsport UK yearbook ►Audi Allroad ►bookings@catseyeresponse.org. https://www.catseyeresponse.org",Neutral
2452,2020-01-24,Audi s4 pic.twitter.com/STt0fHuqiG,Neutral
2157,2020-01-24,"@ AudiUKPress AUDI PRESS I was wondering can you help,I want a resolution,I took my car in for a service they installed the wrong oil in the driveshaft, AUDI IN SLOUGH refuses to talk to me because there has been a change of management what an excuse, its still the same garage",Negative
957,2020-01-25,"Audi launches UK “1 card, 13 supplier” charging service for EV owners 2 tariffs City £4.95 per mth pay a standard rate of 30p/kWh for AC charging or 39p/kWh for DC fast-charging Transit” £16.95 per mth gives 150kW IONITY at flat rate of 28p/kWh saving 40p https://www.autoexpress.co.uk/audi/108907/audi-launches-the-uk-s-first-one-card-charging-service …",Neutral
3131,2020-01-26,Bad thing about Audi cars is that they lose half the value in no time! Tou buy it at 500k with fu Audi service but extremely poor resale value! Fails to retain at least half its value.,Negative
6070,2020-01-26,Fuck a Audi switch it out for a Benz,Positive
4594,2020-01-25,White Audi A4 black rims... leased https://twitter.com/Acidic_Blonde/status/1220826362941968386 …,Neutral
10767,2020-01-30,Did you know you can search all our quality cars for sale on our Facebook page? Simply hit the tab on left CARS FOR SALE and search for your dream car. Easy. # Audi # Citroen # Dacia # Fiat # Ford # Hyundai # Kia # Nissan # Opel # Peugeot # Renault #Clio # Seat # Skoda # Toyota # Volvopic.twitter.com/RIjorM1LyC,Neutral
6534,2020-01-26,"After a long break from selling and crafting, I'm back. I just re-opened my Bonanza booth yesterday. Currently custom orders only. Take a look? Thx!! Audi https://www.bonanza.com/booths/AudiLee",Neutral
2023,2020-01-24,Non Audi gifts le odiley Anna,Neutral
874,2020-01-25,"Race 3 Motorsport Garrett based Audi 2.5 TFSI/DAZA turbo kit - GTX30, GTX3582, G42, G30-770 https://www.germanboost.com/content.php?11976-Race-3-Motorsport-Garrett-based-Audi-2-5-TFSI-DAZA-turbo-kit-GTX30-GTX3582-G42-G30-770&nox=1 …pic.twitter.com/7E4T5gzFyI",Neutral
15714,2020-01-31,"But @ AudiOfficial is giving their buddies business @ Proudly_Bidvest . Imagine an outstanding issue to from October last year, while I have a warranty cover with them.",Negative
15085,2020-01-30,Arya Stark meets Elsa in Audi's new climate-conscious Super Bowl ad http://vntyfr.com/gncFTE3,Neutral
5743,2020-01-26,audi.mka,Neutral
4510,2020-01-25,My Audi A3 from the shake maybe?,Neutral
16287,2020-01-31,Going to be selling any Avant models in the USA? I'm trying to hang on to my 1999 A6 Avant Quattro till I can go electric.,Neutral
14013,2020-01-30,u remind me of my GSomething like my sound Something about you r love Oh ababy Get up closer to my ride,Neutral
6824,2020-01-28,,Neutral
5971,2020-01-26,Audi A3 sedan pic.twitter.com/Lc6aBs5Mvu,Neutral
2842,2020-01-24,You have absolutely no right to comment about this anywhere then.,Negative
6964,2020-01-28,2020 Audi A5 Sportback Shows Its Tasteful Facelift In New Video! https://bit.ly/38JZ9LK,Neutral
12908,2020-01-31,"My Model X does better in the snow than my Subaru STi with snow tires did, or my old Audi A4",Negative
7453,2020-01-27,Audi to Test New Connected-Car Technology - Consumer Reports https://www.consumerreports.org/automotive-technology/audi-to-test-new-connected-car-technology-qualcomm-c-v2x/ …,Neutral
4354,2020-01-25,Playing to strengths: The 2019 @ Audi Q3 S-Line quattro: https://bit.ly/2tOkDbh @ PageOneAuto @ WAutoJpic.twitter.com/is31fy2P8m,Neutral
12868,2020-01-29,"The only other company to offer automated lane-changing in its vehicles is Tesla. "" There are many cars with driver initiated auto lane changes other than @ Tesla and what @ GM revealed. BMW, VW, Audi, Mercedes, Nissan, Hyundai, etc... they all have it. https://www.theverge.com/2020/1/28/21111495/cadillac-super-cruise-automatic-lane-change-gm-update …""",Negative
12564,2020-01-29,"No, the burden of proof being on the accuser is for legal proceedings, Kobe was never tried. That’s a separate issue from believing accusations of sexual assault, which u should always do unless there’s a very compelling reason not to",Negative
15438,2020-01-31,G,Neutral
10918,2020-01-30,Tesla offer an ATV and the internet goes mad for it. Want want want. Audi offer this... https://twitter.com/Audi/status/1222293434721021957 …,Neutral
4794,2020-01-25,The Audi seems higher quality. Especially the seats.,Positive
9084,2020-01-29,Oh get the Audi they last longer great on gas and look better,Positive
340,2020-01-24,merco> audi,Negative
15891,2020-01-31,KNP AUDI SM SEVA NGGA COBA GW TANYA??,Neutral
2485,2020-01-24,pic.twitter.com/2Ko5jYgcLr,Neutral
11269,2020-01-30,Would you want to traverse this off-road with an Audi Q8? Yeah! I thought so. With it's capable yet intelligent Quattro drivetrain - it will conquer your everyday challenges. # AudiQ8 # SportUtilityVehicle # car # carphotography # automotivephotographer # NikonD850pic.twitter.com/mnrKWhjA0c,Neutral
5818,2020-01-26,Up for sale is a 2007 Audi E30 M5,Neutral
6458,2020-01-26,,Neutral
4796,2020-01-25,Need. Quickly.,Neutral
9217,2020-01-28,AUDI A4 2.0 TFSI ATTRACTION GASOLINA 4P S TRONIC 2017/2017 https://www.nxmotors.com.br/audi-a4-2-0-tfsi-attraction-gasolina-4p-s-tronic-2017-2017?utm_source=dlvr.it&utm_medium=twitter …pic.twitter.com/8qM2k6lLGW,Neutral
4816,2020-01-27,Last years quarter mile shoot out had an A7 Audi quickest of the Audi brand. No one was near 300 and this was accurately timed. I reckon the court case is gonna be interesting either way,Positive
4465,2020-01-25,6 days remaining! Have you made your order yet? Don't be left out! # igkenya # kenya # kenyacars # cars # cars # cars # cars # cars # cars # instacar # sportscar # love # wheels # classiccars # turbo # nissan # audi # racing # honda… https://www.instagram.com/p/B7uzb8RnVAF/?igshid=9zjojeycj6c1 …,Neutral
8030,2020-01-27,Everyone (Audi with normal indicators): Why don’t you ever use them? Everyone (Audi with new indicators): Why do you use THEM?,Negative
5625,2020-01-26,Great to meet the guys autoalex ethansmale jackwjoy from # carthrottle recently filming @ carnexions for a new YouTube video! Watch this space for more info! # challenge # evomagazine # audi # partex # youtubechannel… https://www.instagram.com/p/B7ySMKZFK2Q/?igshid=1rt0myw24ekz4 …,Neutral
15081,2020-01-30,204mile range for a $75k car. Sounds like someone’s been smoking some eTron. Ill stick with my Tesla.,Negative
12372,2020-01-29,"RobbReport: Robb Report 2020 Car of the Year, Number 8: the Audi RS 5 Sportback. Don't be fooled by its relatively compact size. A welterweight that packs a heavyweight's punch!"" : robbricedesign pic.twitter.com/qq0dLagsyF""",Negative
10351,2020-01-30,"Tuning the Audi DTM 2016 in RaceRoom, http://RacingSimTools.com https://streamlabs.com/racingsimtools/home …",Neutral
1187,2020-01-25,"The modern left tends to lean more towards identity politics. Just look at the Democratic primaries. As far as my stance on slavery, allow me to summarize it: I believe that an individuals decisions play a far larger role in their life than something abolished 155 years ago.",Negative
10926,2020-01-30,"Automotive Service Technician Audi South Coast - Santa Ana, California, United States https://ocautojobs.com/job_details/26064 …",Neutral
9356,2020-01-28,Audi A6 V2.1 https://www.gtaall.com/gta-4/cars/123666-audi-a6-v21.html …pic.twitter.com/OC3oeba4yp,Neutral
10976,2020-01-30,Thanks for this,Positive
5393,2020-01-27,AUDI A4 Avant 2.0 TDI 143CV F.AP. Advanced 13.950 € https://is.gd/PTEgrg # audi # a4,Neutral
12584,2020-01-29,"I’ll never fully understand @ Audi - they have cars with screens that pop up out of the dash, but heated seats aren’t standard?",Negative
16529,2020-01-31,"# YCO2020 would like to extend our gratitude to AUDI, our Luxury Partner, in support of Young Chef Olympiad. # sustainability # culinarycompetitionpic.twitter.com/0NOyDFUZbE",Positive
15834,2020-01-31,"BMW and Audi drivers more selfish than others, study finds | Yle Uutiset | http://yle.fi  https://yle.fi/uutiset/11183125 …",Neutral
11779,2020-01-29,*,Neutral
16562,2020-01-31,Car salesman zoomed past me on my bike riding one of those beasts yesterday north on Figueroa past the Audi car dealership and was literally squealing.,Negative
10596,2020-01-30,Financial Goal Planning: How to buy an Audi Car https://freefincal.com/define-financial-goals/ …,Neutral
16533,2020-01-31,Glow up # jetta # audi pic.twitter.com/pEy7ZjqTcZ,Neutral
11121,2020-01-30,Bro thanks for that Audi you give me for last weekend appreciate it,Positive
15131,2020-01-30,"Somebody finally got me to watch a car ad, willingly. Hell yes to Arya Stark!",Negative
6388,2020-01-26,Rear Diffuser for S3/A3 Sline 8V.2 SPORTBACK # audi # audis3 # audis38v # audis3sedan # audis38vsedan # s3 # s3sportback # s3sedan # s38v # balanceit # balanceit_tuning # バランスイット 場所: 日産スタジアム https://www.instagram.com/p/B7xExmYpGFd/?igshid=1rwlm9nr6ucvn …,Neutral
4001,2020-01-25,Audi R8 V10 Performance Vs ORIGINAL V8 Manual | Carfection 4K http://bit.ly/2S03hk7 # cars # automotiveshop # autoservice,Neutral
15320,2020-01-30,audi r8,Neutral
2966,2020-01-26,حبيبي,Neutral
13248,2020-01-31,Merc .. maybe not lol but Audi definitely my top choice,Positive
5122,2020-01-27,تم,Neutral
4082,2020-01-25,2014 Audi A5 https://www.yokohamamarina.com/?p=41625 # usedcar # vehicle # tradecarview,Neutral
10911,2020-01-30,"NACIONAL, PROCEDENTE DIRECTAMENTE DE CONCESIONARIO OFICIAL AUDI ESPAÑA. HISTORIAL DE MANTENIMIENTO. Audi A3 Sportback 1.6 TDI 110cv Attraction - Matriculación Febrero 2016 - 70.000km * OFERTA SUJETA A FINANCIACIÓN 15.900€, PRECIO SIN FINANCIAR 16.900€ https://www.sfmotor.es/coches/audi/a3+sportback/163217 …pic.twitter.com/HKjpZVUGRc",Neutral
2196,2020-01-24,Got my Audi cleaned pic.twitter.com/FeQaOKSztz,Neutral
8861,2020-01-29,2002 Audi A4 Black 4 Doors $3995 - to view more details go to https://www.blueribbonnow.com/inventory/view/12467011 …,Neutral
3812,2020-01-25,"UG ppl need to assist you clean your mouth, Hon Audi. Use bar soap, Omo, jig and finally rinse with concentrated solution of pepper. Once that is thru, go to a school that will assist you learn the art of diplomacy and the use of euphemism. U will earn true Dip.",Positive
14545,2020-01-30,Mate the games fucked for you docile pricks that think spurs is a bigger club then inter what’s last cup you won the Audi cup or sommet,Negative
9064,2020-01-29,Post a screen grab!,Neutral
9038,2020-01-29,then you're disagreeing aren't you. because the Q5 is the dream ;),Positive
4434,2020-01-25,WIN YOUR DREAM AUDI http://goo.gl/sT8eyp  retweet !pic.twitter.com/gxLmMhYuWV,Neutral
5698,2020-01-26,Audi makes the sickest ones tbh,Positive
5392,2020-01-27,"Steering Assembly overhauling Audi Q5 06 ISKANDER Garage 06 7431907 0552078666 @Iskander Garage, Ajman https://www.instagram.com/p/B7ykJcOpH9q/?igshid=smsxsoum964h …",Neutral
6847,2020-01-28,Audi R8 V10 Performance Vs ORIGINAL V8 Manual | Carfection 4K https://youtu.be/Ob80WT1NhcY  via @ carfection More VBH please!,Neutral
2913,2020-01-24,"...and they gink up so bad they need cleaning"" of their internals. This is (partly) why I'm still devoted to my 2002 1.8t w/208k miles. # Audi https://twitter.com/wrathofgnon/status/1220497715072618496 …""",Negative
14563,2020-01-30,Great looking course for the Swiss Audi races this weekend at Crans. # cscit # computerservicecentre # thecrosscollective # txc # harrodsport # taverhamhigh # tsverhamhighschool # takethai # skicross # audiskicrosstour… https://www.instagram.com/p/B78NmITl75V/?igshid=326gt9kw1e3x …,Neutral
7619,2020-01-27,Audi A3,Neutral
3620,2020-01-26,shoulda make it 4 like the rings on my audi,Negative
6445,2020-01-26,"I'm at AUDI 池袋 in 豊島区, 東京都 https://www.swarmapp.com/c/dlz62wjqJR2",Negative
14923,2020-01-30,"I like the idea when someone achieve success in their life,they reward themselves with Mercs,Audi or http://BMW.It 's another kind of sexy.",Positive
1710,2020-01-24,それ言われたら俺も同じ値段でAudi車買うわ pc買うなら6月あたりが狙い目よん,Negative
8375,2020-01-29,New post: SPIED: Next-Gen Audi S3 Sportback seen without any camo https://motorsporthq.com/?p=70571 # Audi,Negative
15034,2020-01-30,Watch Maisie Williams sing 'Let It Go' in Audi's Super Bowl commercial https://mashable.com/video/maisie-williams-audi-electric-car-super-bowl-commercial/ … vía @ Mashable,Positive
7649,2020-01-27,"Tel: 01263 732 900 # MOT in # Aylsham – BMW, Audi, Mercedes, Volvo, Fiat, Jaguar, Ford http://sybo.uk/cv pic.twitter.com/v5uj6cqJGg",Neutral
14290,2020-01-30,"Government of Germany has now allowed officials to own a # Tesla if they want outside the list of allowed vehicles Audi, BMW, Daimler/Mercedes, and Volkswagen. Changes comes as the Giga Factory 4 to be setup in Berlin.",Neutral
12814,2020-01-29,Didn’t even flinch after that toss. The people need a Sekeres doing games badly supercut.,Negative
15152,2020-01-30,Audi And Maisie Williams Invite The World To 'Let It Go' And Embrace Electric Future In Game Day Spot http://dlvr.it/RP1XxF,Neutral
451,2020-01-24,"Just stumbled upon this pict of our adventurous # roadtrip to # Utah's # ArchesNationalPark a couple of years ago – the landscape was amazing, the experience # unforgettable! # TBT # TBThursday # Audi # NationalParks # landscapephotographypic.twitter.com/KkfWefdlPm",Positive
11076,2020-01-30,Audi Q7 and 4 weeks driving across the US,Neutral
11273,2020-01-30,Winning the Audi Cup doesn’t make you a big team # FakeNews,Negative
10948,2020-01-30,"Great commercial for all electric car, thank you # Audi",Positive
8311,2020-01-27,Up for sale is a 1983 Audi NSX,Neutral
11664,2020-01-29,Most cowboys drive an Audi Pardner.,Neutral
7259,2020-01-28,Straight into another RACE WEEK of # GT3 action with the Audi R8 LMS. Destination: the @ MtPanCircuit for the @ Bathurst12hour in Australia. Round 1 of the 2020 @ IntercontGTC season. >> http://bit.ly/36ukVlc # PerformanceIsAnAttitude # GT3 # B12hr # IntGTCpic.twitter.com/SShQwYOcvS,Neutral
6730,2020-01-28,AUDI NOIR C'EST LA NUIT SUR LA A7 JVOIS LA LUNE JTIRE UNE BARRE LES PLEINS PHARES 2-80 SUR LE BITUME JSUIS AVEC MA PTITE JFE UNE PTITE BALAAAADE JVOIS LES KÉPIS JCACHE LA SALADE https://twitter.com/AngryTiger__/status/1208694985375264768 …,Neutral
1184,2020-01-25,# HappyAnniversary to Carlos and your 2014 # Audi # A6 from Omay Bosch at Autos of Dallas!pic.twitter.com/AN547aci0I,Neutral
2849,2020-01-24,the audi sound system is so good all i can think of is blasting 无羁 in the audi LIKE THE SOUND IS SO CLEAR,Positive
8387,2020-01-29,MAKE IT!!!pic.twitter.com/7NNUepsQtx,Neutral
6849,2020-01-28,Is this a car or a machine guys ? @ AudiOfficial,Neutral
10143,2020-01-28,A house I know has been listed. The agent has parked his own Audi and Tesla in the front of it for the photos. I guess a Mazda and a BMW weren't flash enough.,Negative
7036,2020-01-28,AUDI RS Q8 pic.twitter.com/S4WLeW87XZ,Neutral
914,2020-01-25,As long as the ears aren’t tucked in @ BlakePriceTSN @ mattsekeres,Neutral
15786,2020-01-31,Beep Beep! Tell the other drivers around you your # FridayThoughts through # Amazon Alexa! Enable http://CarChatAlexa.com # Audi # Ford # Lexus # Lincoln # nationwide # voicefirst # echoauto # Alexa # FridayFeeling # FridayMotivation # FridayVibes # fridaymorning # TGIF,Neutral
8537,2020-01-29,I’m bout to offer my boy 4g’s for his acura. That bitch got a turbo and Idk wtf is wrong with the audi.,Negative
9845,2020-01-28,Driver 'stares at police for too long while buying doughnuts'... and now he's lost his Audi https://www.bournemouthecho.co.uk/news/18180105.driver-stares-police-long-buying-doughnuts-now-lost-audi/?ref=twtrec …,Negative
1887,2020-01-24,"May I at least win the Audi A3. Since the R50000,00 I did not... The R10000,00 I did not. The ice cream I ate. I need that vehicle.",Negative
8388,2020-01-29,"You’re the one making the crazy claim, the burden of proof is on u",Negative
2240,2020-01-24,If you own any of the following we will fight in public -Nirvana “smiley” T-shirt -An Audi -Both Parents -A vagina -Snake bites -British Passport -A furry costume,Negative
7635,2020-01-27,あなたなら魔改造してあるはず笑,Neutral
1341,2020-01-25,All-wheel steering all winter long in the Audi Q8! pic.twitter.com/G5EolV65H9,Neutral
12402,2020-01-29,"Audi: Our newest étron doesn’t work on Saturday Crappy EV Apologists: oh, saturday? That’s fine, I don’t usually go anywhere on Saturday. I don’t have work that day. People will buy that Consumers: Do the gas cars work every day Audi: Yep Consumers: I’ll take that then",Negative
12057,2020-01-29,"It's taken lots of skill to come up with something even uglier than a modern BMW, an Audi or a Mercedes. That really looks like a polished turd of a vehicle. The world is overwhelmed by shit looking cars as only very few manufacturers actually produce truly beautiful looking cars",Negative
13227,2020-01-31,All other concept cars have left the chat. # AudiAIME # Concept # Audi https://www.instagram.com/p/B79W4D5B14p/?igshid=qda53qeigfnq …,Neutral
9453,2020-01-28,should have bought an audi,Negative
12971,2020-01-31,"Monthly sales reports fall even further by the wayside in the car industry as Volkswagen, Audi join the movement to quarterly reporting http://dlvr.it/RP4rqR pic.twitter.com/emizxdHV6z",Neutral
1551,2020-01-25,"ESA TECNOCRACKA, Q HABLA DEL MEJOR INGRESO PERCAPIGA, DE LAS BONDADES DE LAS AFP, DE LA PRIVATIZACIÓN DEL AGUA, DE LA APERTURA COMERCIAL A TODA COSTA. ESO COMIENZA A TERMINAR LA TÉCNICA ESTA AL SERVICO DE LA SOCIEDAD NO AL REVES ESTO ME ABURRE",Positive
14171,2020-01-30,"Anthony has worked with a number of brands from Kia, to Mini and more recently Audi Not unsurprisingly Anthony has a passion for motorsport, having taken part in various track days and competes in F1 stockcars # ReviloAutomotivepic.twitter.com/WvP3zS5X8Q",Neutral
3363,2020-01-26,Discover your fun side this new year in the # Audi # A1 City Carver! # Follow the link now to # learn more http://bit.ly/2X7OAM1 # tbt # love # Retweet # RT # FF # OpenFollow # モンスト # travel # photographypic.twitter.com/h3aZdaB8EL,Negative
10694,2020-01-30,What do we say to gasoline engines? Not today... Just so!!,Negative
11002,2020-01-30,Last week we got this Audi over from Scott at f1_wheels. The customer dropped it off to them for a full black pack from us and wheel colour change! We tinted the windows to factory spec and dechrome the window… https://www.instagram.com/p/B76cQmwBG1i/?igshid=kcu2klpcov03 …,Neutral
