,date,text,sentiment
126,2020-01-27,I’ve been saving to buy a new Jeep for what feels like forever. I’ve been working my ass off and grinding it out seven days a week. And holy shit I’m still so excited and shocked that all my hard work paid off yesterday. pic.twitter.com/UGGPOkAlFB,Neutral
127,2020-01-30,Jeep Will Return to Super Bowl 54 With a 60-Second Spot https://www.adweek.com/brand-marketing/jeep-will-return-to-super-bowl-54-with-a-60-second-spot/ …,Neutral
128,2020-01-27,"Dozens of the road is where at his hand back, only about the raptor ROARS into the jeep, feels faint.",Negative
129,2020-01-24,@ Game_Stores @ DionWired @ PanarottisSA @ EArdenSA @ FoodLoversMkt @ capeunionmart @ TekkieTown @ Clicks_SA @ SorbetGroup @ Datsun_SA @ TheOceanBasket @ Makro_SA @ Jeep @ PioneerFoodsSA @ UnileverSAhttps://twitter.com/TokenHuntSA/status/1220415279978766337 …,Neutral
130,2020-01-25,Us Jeep owners are sad now! # LivePD,Negative
131,2020-01-29,she’s also the great grand daughter of slave and war mongers but she can strip out a Jeep engine and colour block her outfits,Neutral
132,2020-01-30,"plus it could be your less-accurate practice and testing"" model, to try everything out on, before doing the high-quality version for your summer jeep.""",Negative
133,2020-01-28,WW2 Picture Photo 1943 US checking map on a Willys MB slat-grille Jeep 1706 https://ift.tt/2O5fgvi,Neutral
134,2020-01-31,Why Tyrese gotta be in the Jeep ? https://twitter.com/Fandango/status/1222574666784497664 …,Neutral
135,2020-01-29,Find the right SUV in Winston Salem by taking a look at our inventory of new vehicles available at North Point Chrysler Jeep Dodge Ram FIAT: http://bit.ly/2NNQUXP pic.twitter.com/LJtRcwnh9V,Neutral
136,2020-01-29,"Costzon Ride On Jeep Car, 12V 2WD Powered Truck, Manual/ Parental Remote Control Modes Truck Vehicle with Headlights, MP3 Port, Music, Horn for Kids (Green Jeep) http://droneonthesky.com/2020/01/29/costzon-ride-on-jeep-car-12v-2wd-powered-truck-manual-parental-remote-control-modes-truck-vehicle-with-headlights-mp3-port-music-horn-for-kids-green-jeep/ …pic.twitter.com/rxGETl5W2J",Neutral
137,2020-01-25,"If @ jeep is giving cars away free how about they give me one to replace the broke one sold to me from a dealership ... Supposedly they keep replacing parts and can't fix the problem... Time for a buy back, no ?",Negative
138,2020-01-24,# custom jeep # jeepwrangler in for # totalappearance today. @ELITEAUTOCORP # eliteautosportstampa # eliteautosalontampa # eliteautosalon # offroad # white @Elite Autosports https://www.instagram.com/p/B7roYkyBBzX/?igshid=1mmuc5a2p7krh …,Neutral
139,2020-01-31,"Going on 4 years with my love bug, he act right and still here come May when his birthday comes baby might just earned him a lifted Jeep Wrangler I know it’s literally his dream car & im breaded up so why not?",Positive
140,2020-01-27,Jeepのコンパスとかどーすか姉貴,Neutral
141,2020-01-26,About as useful as my 2016 Jeep’s auto park. Meh,Negative
142,2020-01-24,Interesting feature my Jeep wk2 has is it will store 3 - 5 gallons of water in my floor board! :/ Whiskey Tango Foxtrot Jeep Chrysler Fiat???,Neutral
143,2020-01-28,I mean if anyone has seen my car/work Jeep/bedroom/desk it all has a method to the insanity.,Negative
144,2020-01-26,Finally got my Jeep pic.twitter.com/R7kUyRddYU,Neutral
145,2020-01-31,I really want a jeep but it’s just me and my pocketbook ....,Negative
146,2020-01-30,そのカメラ（ニコンFM10）で2010年にチューク（ミクロネシア）の無人島（Jeep島）に滞在したときに撮った写真。フィルムで星空撮るなんて今は怖くてできないｗ pic.twitter.com/ra9EVQiAXf,Neutral
147,2020-01-29,"Damn only 1 hr less than me, just got done working on some new tracks so sorry for the late response.",Neutral
148,2020-01-25,100% Truck. 100% Jeep. Named the 2020 North American Truck of the Year by a panel of 50 automotive journalists from Canada & United States. # theReal10KGiveaway # airdrie # yyc # airdrielife # calgary # yyccars # yyccarscenepic.twitter.com/lzl01XKZDV,Neutral
149,2020-01-28,Check out this 2016 Jeep Grand Cherokee Limited Auto 4x4 MY15 On carsales. https://www.carsales.com.au/cars/details/2016-Jeep-Grand-Cherokee-Limited-Auto-4x4-MY15/SSE-AD-6493574 …,Neutral
150,2020-01-30,•Audi Rs5 •Jeep srt 8 •Hilux Legend 50 All of them in white color . https://twitter.com/Aperta/status/1222269563972268032 …,Neutral
151,2020-01-29,Those Ohanian girls BEEN on their cruise vibe... Beep Beep who got the keysto the jeep.... Vrooooooom ? Olympia & Qai Qai Ohanian Chip riding shot gun pic.twitter.com/WxmnrXp7R2,Neutral
152,2020-01-31,Shawty pulled up in a clean ass Jeep.,Neutral
153,2020-01-24,Custom Dana 44 Axle and Alcon Braking system Watch the full episode: https://buff.ly/2tLNaxW # Jeep # Wrangler # JeepWrangler # JeepRubicon # JeepWranglerReview # JeepLove # JeepNation # OffRoad # TheDriverDownload # DriverDownloadpic.twitter.com/CeM9ShRPdu,Neutral
154,2020-01-27,"PENNSYLVANIA: Outten Chrysler Jeep Dodge Ram is looking for # Chrysler & # ASE Certified Techs for their A/C'd service department in Hamburg. Sign-on bonus, healthcare and 401k. # PAjobs # autojobs Follow this link to dealer’s ad for details, https://www.needtechs.com/dealers_search_results.php?ad_num=247851 …pic.twitter.com/OnABDbYf6Z",Neutral
155,2020-01-24,I drove a Jeep (Willeys) on the farm that had the push button start on the floor near the gas pedal.,Neutral
156,2020-01-26,anything but a Chrysler Jeep Dodge or Fiat they SUCK,Negative
157,2020-01-25,@ LindseyKevitch @ Lady_Luck13 No Subpoena Reply @ realDonaldTrump I bet if I sent a # SDT 2 @ HillaryClinton she would reply # FridayLevity @ UPS a guy is BRODCASTING is convo about # Pink @ Jeep You idiot @ RahmEmanuel # Never @ prod84 @ BretBaier @ marthamaccallum @ LVMPD @ GDLA – bei The UPS Store,Negative
158,2020-01-31,i love my jeep patriot so i've been considering another jeep but idk i'm not sure,Positive
159,2020-01-31,"Never forget “things you find in kylie’s jeep”, a segment hosted by @ cknudsen34. And to answer you’re question, yes.",Neutral
160,2020-01-24,"A Mill Woods woman woke to find her SUV had been pushed into the back of her husband's Jeep, and video from her neighbour showed how it happened. # yeg # yegtraffichttps://trib.al/paJ8ykF",Neutral
161,2020-01-31,I like the song he did with Turquoise Jeep https://youtu.be/wygLNFdUgtw,Positive
162,2020-01-26,How about just “Doc”? Seems appropriate in a few definitions ;),Neutral
163,2020-01-25,Ooohhhh,Neutral
164,2020-01-28,"Magical Madeira - Lush, sub-tropical climate. - 600 miles of walks through unspoiled countryside. - Jeep tours, wine tours, toboggan rides, cable car rides, whale and dolphin watching....so much choice! - Two stunning, 18 hole golf courses. #holidays#relaxation pic.twitter.com/8Y2YE3Gc4w",Positive
165,2020-01-25,Two kids driving a black Jeep to my school today flipped my grandma off. I bet you pieces of shit think you’re cool,Negative
166,2020-01-30,True....or that incredibly dense family in the jeep at Salina,Positive
167,2020-01-26,uhhh we were playing gta w thomas & gabriela and we were talking abt jeeps and you kept trying to say jeep grand cherokee but it kept coming out as grand jip,Neutral
168,2020-01-25,Thank you bro I like the Jeep very clean,Positive
169,2020-01-29,# Hyundai # Tiburon # HyundaiTiburon # 8EPH778 # JustCarsandTrucks # cars # trucks # luxurycar # junkcar # car # truck # jeep # suv # van # minivan # sedan # pickuptruck # pickup # coupe # wagon # stationwagon # hatch # hatchback # liftback # Fresno # California # UnitedStates # Ét… https://ift.tt/36wfSAx pic.twitter.com/ss4rnBDeb8,Neutral
170,2020-01-26,It’s a nice day to take the doors & roof off the Jeep.... I gotta work tho,Neutral
171,2020-01-31,"The Nissan Guys Pick of The Day 2016 Jeep Wrangler 4X4 Whillys $23,995 Call Aaron or Cheezie at Townsend Nissan 205-561-3993 pic.twitter.com/ronz1F8cT4",Neutral
172,2020-01-29,Don’t wanna stay clean. # Jeep pic.twitter.com/JH9nsNLM43,Negative
173,2020-01-24,People in Jeep wranglers are essentially driving enormous mechanical Legos,Neutral
174,2020-01-31,I am The Bearded Jeeper. I make Jeep videos on the internet,Neutral
175,2020-01-26,Jeep Restoration -- Sound Deading / Soundproofing Your Car [Product Examples] https://buff.ly/2KABbui  via @ YouTube # JeepLife # Wagoneerpic.twitter.com/LDOettzx3s,Neutral
176,2020-01-31,poxa jeep,Neutral
177,2020-01-29,perme raman ko thirdwheel sa jeep oy,Neutral
178,2020-01-25,I need help with the location send help HAHAHA anong jeep sasakyan cubao? hindi ko masearch,Negative
179,2020-01-28,We love hearing a familiar voice on the most recent jeep ad Check out a lil clip featuring “Watch Out (Here I Come)” by @ samtinnesz https://www.instagram.com/p/B7103ryBhSb/?igshid=1wsrzxi03489j …,Neutral
180,2020-01-24,"Bumpy ride in the Jeep Cutest of Glimpses The few light side to the dark aspects of the documentary # 휴머니멀 # Humanimal Ep5,Thur, Jan30 # ParkShinHye # 박신혜 # 朴信惠 # パク・シ # พัคชินฮเยpic.twitter.com/MdAlmGVFYo",Neutral
181,2020-01-30,My Jeep name is Dior respect her,Neutral
182,2020-01-28,"Uh, yeah boss I was here on time. I was just in my jeep listening to these bangers...""""",Neutral
