,date,text,sentiment
25,2020-02-05,My favorites were Doritos and Jeep; Kia and Microsoft made my eyes a little damp; but Porsche gets the win for being clever AND partially filmed in my family's hometown in Germany.,Positive
26,2020-02-03,S/O to the bright blue Jeep pulling really ugly furniture that ran me off the road on 840. You made me cry during Neon Moon and that’s kinda unforgivable.,Negative
27,2020-02-03,I like the Jeep commercials too,Positive
28,2020-02-03,@ Tobolowsky awesome to see you reprise your role in the Jeep SB commercial!,Positive
29,2020-02-03,Jeep® | “Groundhog Day” | Bill Murray | 02.02.2020 https://youtu.be/AnhzGUcENWo  via @ YouTube,Neutral
30,2020-02-03,Best # SuperBowlLIV commercial @ Jeep https://twitter.com/Jeep/status/1223924066417020929 …,Neutral
31,2020-02-03,"Bill Murray never disappoints. Thanks for the laughs, @ Jeep! # GroundhogDay2020 # SuperBowlLIV",Positive
32,2020-02-03,"@ iconmodelagency kim, just saying hola! Hugs from Jeep pic.twitter.com/fvfKWp7S2A",Negative
33,2020-02-05,"List of cars of who’s drivers I do not trust (in order) bwm, Prius, Mini Cooper, VW bug, yarris, Jeep, and any old car that you “fixed up yourself”",Negative
34,2020-02-06,Can someone explain why a @ Jeep is floating in the water https://twitter.com/BabyPatThicc/status/1225193012004818944 …,Neutral
35,2020-02-06,"Jeep Wrangler, Gladiator High Altitude models rock some big wheels http://bit.ly/3bhV971",Neutral
36,2020-02-05,"Exciting day, new Jeep parts! Steering stuff- tie rod, drag link, and track bar (actually I’ve had the track bar a while). Olga’s getting strong . @ THEJeepMafia @ JeepGarageOrg @ _Truck_Norris_ @ rpx53pic.twitter.com/G91KNhsoJR",Positive
37,2020-02-05,"To the lady driving the Jeep Wrangler with the Jurassic Park logo on the side, I love you",Positive
38,2020-02-03,Go further in this NEW 2020 Jeep Wrangler from Doug Henry CDJR! https://bit.ly/2GIgJUb pic.twitter.com/XUqtGNXQsa,Neutral
39,2020-02-04,"Stop pretending you care about Toledo, or for that matter, the people of Ohio. You've voted so many times against the wishes and the best interests of your constituents that we would be better to have you forget to vote altogether. We will not in 2022.",Negative
40,2020-02-03,VETAGADUUU ... Then Jeep nunchi dige shot with BGM ... Mental Massssssssssss # SarileruNeekevvarupic.twitter.com/TqMa0VjmQ4,Neutral
41,2020-02-05,I want a Jeep Wrangler,Neutral
42,2020-02-04,NAKAKAHIYA HAHAHAHA NAPASIGAW AKO “OMG” SA JEEP HAHAHAHAHA TINGINAN YARN,Positive
43,2020-02-04,The only one I really remember and liked was the Jeep one with Bill Murray and Groundhog Day.,Neutral
44,2020-02-05,"If you squint, it looks like a de lorean! Mine was an old Jeep! ca 1984 pic.twitter.com/sUwbXzFAZn",Negative
45,2020-02-03,# TUMSWORTHYsweepstakes,Neutral
46,2020-02-03,Love the Smaht Pahk and the Bill Murray Jeep commercials the best..so far,Positive
47,2020-02-05,"Attack mode, SHE WANTS IT @ AmericanJeepUSA panoramic_jeep_worldwide https://www.instagram.com/p/B8MC0XDF0di/?igshid=130kbnahhk23r …",Neutral
48,2020-02-03,Jeep E-Bike shows up in Super Bowl ad with Bill Murray - Roadshow https://ift.tt/383w4ep,Neutral
49,2020-02-06,Century has partnered with a national tire distributor to bring you the best tires at the lowest prices! # centurydcjr # autoservice # moparservice # dodge # chrysler # jeep # ram # oilchanges # tuneups # tires # winterdriving https://www.centurydodgechryslerjeep.com/service/mopar.htm …pic.twitter.com/4G5uTiXMxb,Neutral
50,2020-02-06,Ou jeep,Neutral
51,2020-02-03,"4. Visited the stalls at # GaliyatSnowFestival20. Tourists are coming and taking part in various competitions and enjoying festival in Nathiagali, Dongagali, Ayubia, Khanispur, Mushkpuri Top. Jeep rally from Kozagali to Nathiagali and other concluding activities held. # KPTourismpic.twitter.com/Jng5nxeUMK",Neutral
52,2020-02-03,02/02/2020.,Neutral
53,2020-02-03,This weather makes me want to take the doors and top off the Jeep,Negative
54,2020-02-03,Whoever pitched this to @ Jeep and Murray deserves a raise. # GroundhogDaypic.twitter.com/zVjI6bO1tz,Neutral
55,2020-02-03,"I hope you don't think I'm trashing on GD. I just think at this point, I feel like I've seen this movie. The fact that Jeep can release a commercial based on it and I totally get the point, tells me I don't need to see it. I feel like seeing it would be my own Groundhog Day.",Negative
56,2020-02-03,Jeep commercial... Meh.,Negative
57,2020-02-03,Definitely check out the Billy Murray ad for @ Jeep Its a scream. https://youtu.be/AnhzGUcENWo,Neutral
58,2020-02-03,Mecari offered $8. @ FlippingFunk countered $9. eBay's sleeping on it. This is an affiliate link to make an offer or buy it now on # eBay because I've got my finger on the End Item trigger. It's Super Bowl Sunday and I'm encouraging competition. # Jeep https://rover.ebay.com/rover/1/711-53200-19255-0/1?mpre=https%3A%2F%2Fwww.ebay.com%2Fitm%2F254369577796&campid=5338538485&toolid=20008 …,Neutral
59,2020-02-03,@ Jeep KILLED IT! # GroundhogDay # puxatawneyphil # billmurray,Neutral
60,2020-02-06,"With an available Select-Terrain® Traction Management System, Jeep Active Drive 4x4, and configurable roof rack, the 2020 # JeepRenegade delivers big adventure inside a compact frame. To learn more, read our exclusive review: https://bit.ly/2Siv27z pic.twitter.com/jLYFLcXCuu",Neutral
61,2020-02-05,"2012 Jeep Wrangler Sport Immaculate All Stock Crush SUV 3.6L SMPI 24v VVT V6 Eng -- https://www.jeepplanet.com/ads/2012-jeep-wrangler-sport-immaculate-all-stock-crush-suv-3-6l-smpi-24v-vvt-v6-eng/ … - TO SEE OVER 50 PHOTOS !My name Is Dennis Contact me at 631-731-1562. I will be happy to help. Vehicle Description This is a One Owner ,...pic.twitter.com/7PXWVvkIxh",Neutral
62,2020-02-03,Bill Murray with the Groundhog Day themed spot for Jeep was outstanding...!!! Right @ DanSkeldonWFMZ ??? Ned Ryerson makes an appearance too. Brilliant...!!!,Positive
63,2020-02-04,"Check out the directors cut of the # GroundhogDay. Live your best day ever day, with the 2020 # Jeep # Gladiator. – (http://bit.ly/37fTNHM ) # superbowlcommercial # larsonautogroup # looklarsondifference # buywithconfidence™pic.twitter.com/sP8pint6To",Neutral
64,2020-02-06,Watch Bill Murray reprise his role in ‘Groundhog Day’ for Jeep’s Super Bowl ad http://dlvr.it/RPS7hJ,Positive
65,2020-02-06,Sadly I have to announce sex is canceled until further notice as Genie mishandled the Jeep Grand Cherokee and her privileges revoked.,Negative
66,2020-02-03,Jeep Groundhog day commercial FTW # SuperBowlLIV,Neutral
67,2020-02-03,"RT @ kentjlewis: My # superbowlad Winners: The @ Jeep # GroundhogDay, # Jasonmomoa @ RocketMortgage and @ Amazon # Alexa. Nod to @ ChesterCheetah @ Doritos and @ Kia Here's a collection of the # Superbowl ads: http://ow.ly/Zuz750yc1M1 # superbowlliv",Neutral
68,2020-02-06,I probably shouldn’t be hot boxing my moms Jeep right now lol,Negative
69,2020-02-04,"WHI SUV IN THE CD , POSS JEEP",Neutral
70,2020-02-03,Brilliant Jeep ad! https://twitter.com/goldengateblond/status/1224009001790107649 …,Neutral
71,2020-02-03,Bill Murray was great in the commercial for that Jeep meets El Camino-lookin thing,Positive
72,2020-02-05,What about this one? @ Jeep https://twitter.com/Harrison_Crain/status/1224519771883855875 …pic.twitter.com/6iDOtehogi,Neutral
73,2020-02-06,"@ HowsMyDrivingNY @ placardabuse NY:JJA9807 Jeep with @ FDNY placard parked illegally in crosswalk near school. Chronic problem. Reported to @ nyc311 , but I’m sure @ NYPDnews won’t do anything as usual # placardcorruptionpic.twitter.com/ypiRSt3cp0",Negative
74,2020-02-04,"Nobody: Not a soul: Edmonton Jeep guy: Fuck it, titties headlights. pic.twitter.com/2dbdSoyaUk",Neutral
75,2020-02-03,matte black jeep with the rubicon grill,Positive
76,2020-02-05,"ADVENTURE TIME Climb active volcano 𝘔𝘖𝘜𝘕𝘛 𝘉𝘙𝘖𝘔𝘖, 𝘐𝘕𝘋𝘖𝘕𝘌𝘚𝘐𝘈! Ride in a jeep at sunrise to experience the crater, and to get up high for some of the most incredible volcano views. 100% worth every penny! Plan your adventure HERE http://zpr.io/tuHwQ",Positive
77,2020-02-03,"Oh boy @ Jeep got Bill Murray and a groundhog. We’ve got a contender for # bestsuperbowlcommercial as decided by me, weird guy with cat in his profile picture.",Negative
78,2020-02-03,Love it! # JeepGroundhogDay # jeep # GroundhogDay2020 # SuperBowl # SuperBowlLIVhttps://twitter.com/Jeep/status/1223924066417020929 …,Neutral
79,2020-02-03,Jeep: 7/10,Negative
80,2020-02-03,"What's your favourite # SuperBowl ad? Mine: 1) Amazon Before Alexa 2) Google Home 3) Smaht Pahk / Jeep Hulu with Brady ? I'm not the right target but, considering the audience, it was well placed. https://twitter.com/JuiceboxCA/status/1224170213748412417 …",Neutral
81,2020-02-06,Get a Toyota! Lasts the longest and you get what you pay for! I drive a Jeep and fucking haaaate it,Positive
82,2020-02-06,Jave jeep telling me to go out to eat with them on Valentine’s Day..... like no I don’t like y’all... LEMME LONE,Negative
83,2020-02-06,"I know an inter fan who drives a Jeep, I was disgusted by his treachery, and nearly called 911 on him.",Negative
84,2020-02-05,Well my Jeep would probably look good with a new @ OMENbyHP spare tire cover on the back...,Neutral
85,2020-02-05,You’re not getting a Jeep Wrangler!,Negative
86,2020-02-03,"In 6 months, when it's a black metallic LS powered street rod listed for $85k, this price will seem a bargain.",Positive
87,2020-02-06,"Yes,that was a trans maga supporter. I believe this was when @ BrandonStraka & @ ScottPresler were supposed 2 have an event 4 LGBTQ & the venue cancelled last minute giving a bogus excuse. So they still gathered outside, ppl came 2 protest & were REALLY ugly. They have vids on pg",Negative
88,2020-02-03,Jeep® | “Groundhog Day” | Bill Murray | 02.02.2020 https://youtu.be/AnhzGUcENWo  vía @ YouTube,Neutral
89,2020-02-03,And......Jeep is the winner,Neutral
90,2020-02-04,I liked the Bill Murray Jeep one,Positive
91,2020-02-05,The intelligent design and dynamic performance of the 2020 Jeep Grand Cherokee Altitude will exceed every one of your expectations. Stop into Northpoint Chrysler Dodge Jeep Ram to explore this SUV today! Shop online here: http://bit.ly/2uJ4MLa pic.twitter.com/UQFlCgtq0L,Neutral
92,2020-02-03,How did I never know this??,Neutral
93,2020-02-06,passed by a jeep hella blasting tokyo drift lol passed the mfukken vibe check!!!,Positive
94,2020-02-03,Federal investigation launched into welding on Jeep Wranglers: https://bit.ly/30JXlzD # Welding # WeldingEquipmentGA # WeldingSuppliesMaconGA,Neutral
95,2020-02-03,My ALL TIME FAVORITE MOVIE!!!!,Positive
96,2020-02-04,Agree for him oooo...he could own a Jeep 2moro fa https://twitter.com/maryam_Jidayi/status/1223545172455280640 …,Neutral
97,2020-02-03,Was that the Jeep commercial?,Neutral
98,2020-02-04,"Agreed on Doritos, Jeep and Mountain Dew. But Dashlane is rather stupid. https://twitter.com/FastCompany/status/1224357323411525638 …",Neutral
99,2020-02-04,Isn't it perfect for this Twitter adventure? I want to hang out with those pets and their cool Jeep. # 10Queries # RevPit,Neutral
100,2020-02-03,LT SI BAKLA TAWA AKO NG TAWA SA JEEP HAHAHAHAJA,Positive
101,2020-02-03,Jeep wins the night for using Bill Murray on the day of truth.,Positive
102,2020-02-03,@ Shumkoolie @ mikecheck74 @ AlbertReda Jeep commercial with Bill Murray is awesome,Positive
103,2020-02-04,Jeep® | “Groundhog Day” | Bill Murray + Bushy-Tailed Buddy’s Off Script & Off Road Adventures Cut ... https://youtu.be/5QgBRvMmWk4  via @ YouTube,Neutral
104,2020-02-03,@ Jeep commercial with @ # BillMurray # SuperBowlLIV,Neutral
105,2020-02-03,"Well done, Jeep! You all even came back to Woodstock to film this! Whoever came up with this needs a HUGE raise!",Positive
106,2020-02-04,Still can’t believe that beautiful Jeep is mine,Positive
107,2020-02-03,"Favorite # SuperBowl commercials so far, IMHO: 1) Google w the aging couple “I’ll remember that” 2) Tide w/ Charlie Day w stain on his shirt & him aging (numerous ads) 3) Budweiser “Typical Americans” 4) Groundhog Day for Jeep w/ Bill Murray & the groundhog 5) Alexa w Ellen",Neutral
108,2020-02-03,"Ugly car, beauty of a commercial. # BillMurray # jeep https://twitter.com/NFL_Memes/status/1224008922526298115 …",Neutral
109,2020-02-04,Still such a phenomenal and relatable actor,Positive
110,2020-02-03,Bill Murray + groundhog > Mando + Baby Yoda. @ Jeep nailed it.,Positive
111,2020-02-03,Jeep Fordite Pendant in Sterling Silver Wire with Chain https://etsy.me/2SpxOrN  via @ Etsy,Neutral
112,2020-02-03,The Jeep Ground Hog commercial with Bill Murray is fantastic.,Positive
113,2020-02-03,"Not sure, but they took it to the dealer so they should have had access to and SB's. Hubby is planning to call the dealer Monday and find out more.",Negative
114,2020-02-03,"Best part for me 'it's not personal, it's just a game'. pic.twitter.com/OiTNUIYRDe",Positive
115,2020-02-03,Bill Murray Lives Through ‘Groundhog Day’ All Over Again in Jeep’s Super Bowl Commercial https://www.slashfilm.com/watch-groundhog-day-super-bowl-commercial/ …pic.twitter.com/1HKMc2RwlF,Neutral
116,2020-02-03,What not the P&G ad with Bounty man hip thrusting rolls of Bounty,Negative
117,2020-02-03,"OK, the Bill Murray Jeep commercial actually made me laugh. # superbowl2020",Neutral
118,2020-02-03,HEEEEEERE’S TO REMAKES # AsGoodAsTheOriginalpic.twitter.com/Y3892i6unf,Neutral
119,2020-02-03,They made the Jeep a pick up truck,Neutral
120,2020-02-03,Bill Murray just won the # SuperBowl! # GroundhogDay # Jeep,Neutral
121,2020-02-03,Only was lame...Bloomberg?! Sorry but Walmart and Groundhog Day Jeep were way better than them! Trump definitely #1!,Negative
122,2020-02-03,Jeep and Hyundai pretty solid.,Positive
123,2020-02-05,I love this ad so much and the behind the scene story is even better. How Jeep landed Bill Murray for its 'Groundhog Day' Super Bowl ad https://www.cnbc.com/2020/02/03/how-jeep-landed-bill-murray-for-its-groundhog-day-super-bowl-ad.html …,Positive
124,2020-02-03,"Now that the game is over, we’re watching the movie!",Neutral
125,2020-02-03,That one's good although the @ littlecaesars one made me laugh a little. The @ Jeep # GroundhogDay one with Bill Murray made me laugh though because I love that movie! # SuperBowlCommercials # SuperBowl,Positive
126,2020-02-03,My neighbor just bought on of these Jeep truck. It looks even more stupid in person,Negative
127,2020-02-06,except that Jeep's are all fiat-chrysler shared parts... so even the wrangler is just a meep meep italian machine....,Negative
128,2020-02-03,Here's a trailer for the Groundhog Day sequel (it's actually a Jeep ad) https://trib.al/1jFqZ2L pic.twitter.com/Mj99vviEl3,Neutral
129,2020-02-03,Have seen huge elephant scratches it’s fat behind against a tourist Jeep too! https://twitter.com/TomHall/status/1223887848182448129 …,Neutral
130,2020-02-06,"If K takes my Jeep to the car wash, imma fight her https://twitter.com/marievanessaxo/status/1224924726742548481 …",Neutral
131,2020-02-03,@ Jeep you guys got your money’s worth! # itsgroundhogday hey @ Pringles @ ItsFlo pay attention- Jeep killed it! https://twitter.com/Jeep/status/1223924066417020929 …,Neutral
132,2020-02-03,"This just in Everyone is Rioting in Chicago! The whole damn city! @ ChicagoBears COULD HAVE HAD MAHOMMES! THEY PASSED ON HIM. Sad sad day in Chi city. O so sad, so sad. PS: BILL MURRY - GROUND HOG LAST SEEN on I10 crossing the Arizona NM border in a RED Gladiator @ Jeep.",Negative
133,2020-02-04,"The beat part is... I took it in and they “fixed it” then yesterday an hour and a half away from home, I get a “service transmission” pop up on my dash, and the engine failed",Negative
134,2020-02-06,. @ Jeep is spicing up the Gladiator for the @ ChiAutoShow.https://www.motor1.com/news/397051/jeep-gladiator-special-edition-debuts/amp/ …,Neutral
135,2020-02-03,"Two middle aged Latina women just SLAYED the Super Bowl, where a lesbian was coaching, Bill Murray was in a Jeep ad, my kids wanted snuggles all evening and my boyfriend is moving in tomorrow. I THINK I MIGHT ACTUALLY BE DEAD IN HEAVEN, PLEASE DNR",Negative
136,2020-02-03,Good Jeep commercial with Bill Murray,Positive
137,2020-02-03,Bill Murray’s First National Ad Is Groundhog Day Super Bowl Genius for Jeep http://dlvr.it/RPFNXJ pic.twitter.com/Wblh9jkBlT,Neutral
138,2020-02-03,Have now just past 4 months & 6 parts failures to repair a simple air suspension system on a 2011 Jeep Grand Cherokee. You guys need to take a good look under your own hood.,Negative
139,2020-02-04,"Jeep takes home first place in USA TODAY's Ad Meter thanks to its Groundhog Day"" commercial, featuring Bill Murray, during Super Bowl LIV. http://rssfeeds.pressconnects.com/~/617486056/0/binghamton/home~Jeep-Bill-Murray-win-USA-TODAYs-Ad-Meter-with-hilarious-Groundhog-Day-commercial/ …""",Positive
140,2020-02-03,"@ Jeep did good, but it doesn’t happen without # BillMurrayhttps://twitter.com/Jeep/status/1223924066417020929 …",Neutral
141,2020-02-05,Please take action against all the invalid comments in foot battle otherwise no need to jeep this type of battles we will struggle whole day and if someone else will win by using fake bots then no need to do this.. # MediaQueenRashami Copied,Negative
142,2020-02-03,@ Jeep # billmurray dyyyiiingggg! Phil’s lil helmet?! Whack a mole?!! The baby carrier?!!!!! # SuperBowlLIV # superbowl54,Negative
143,2020-02-04,I really just want a Jeep,Neutral
144,2020-02-04,"Jeep® | “Groundhog Day” | Bill Murray + Bushy-Tailed Buddy’s Off Script ... https://youtu.be/5QgBRvMmWk4  via @ YouTube Funny commercial, I love this corny movie Groundhog Day one of the all time best, lol",Positive
145,2020-02-06,好きだったなぁーあのルミオン！,Neutral
146,2020-02-05,"Safety First"" knock, knock*.....This is the best. I want one now.""",Positive
147,2020-02-06,"Thanks man we go on tour in a couple months, super stoked on it. Also super sick Jeep bro, bet you get a ton of babes",Positive
148,2020-02-06,https://www.youtube.com/watch?v=PopVW_GGLAg …,Neutral
149,2020-02-03,The best so far!,Positive
150,2020-02-03,@ clashpod,Neutral
151,2020-02-06,Its a Mercedes Gwagon but its way funnier if we pretend its a jeep,Neutral
152,2020-02-04,"To further clarify, if needed, this wasn’t even the best car commercial imho from a standpoint of the actual commercial influencing my interest. The Jeep Gladiator commercial was far more effective at that. I didn’t google the Jeep gladiator though, because I already know Jeep.",Negative
153,2020-02-03,I MUST BUY A JEEP. https://youtu.be/AnhzGUcENWo,Neutral
154,2020-02-03,Nice dodge. Ive spent 3k last 3 months on my jeep (50k mis). Dodge ruined the brand/build. Parts are expensive too. 250 for a new coolant reservoir. Jeeps suuuuuck.,Negative
155,2020-02-03,Jeep® | “Groundhog Day” | Bill Murray | 02.02.2020 https://youtu.be/AnhzGUcENWo  via @ YouTube,Neutral
156,2020-02-04,"Well played, @ Jeep",Neutral
157,2020-02-03,"Nakasabit ako sa jeep kanina then nag-play yung Physical ni Dua Lipa...ma. Music video realness. The locals, the passengers inside did not deserve my performance.",Negative
158,2020-02-03,From DetroitPistons: SEVEN players in double-figures today. BruceBrown11 almost puts up a triple-double and he’s our Player of the Game presented by Jeep pic.twitter.com/SJlHjE6gWC,Neutral
159,2020-02-06,"You should check out the @ LumeCube if you haven't already. I use them for video, but also throw them into the bag to use when I'm not at home. Since they have a magnetic base, I've even stuck them on the inside of my hood while I worked on my Jeep. Pretty cool little things.",Positive
160,2020-02-03,We were cackling.,Neutral
161,2020-02-06,"He drives a dark blue jeep with a RWDS"" sticker the back. Just be aware. Let your friends and family know about him. Especially, those people who are likely to be targeted by Nazi types""",Negative
162,2020-02-06,"Jeep Wrangler, Gladiator High Altitude models rock some big wheels https://buddhijivipatrakaar.in/jeep-wrangler-gladiator-high-altitude-models-rock-some-big-wheels/ …pic.twitter.com/FcMcPIjOdT",Neutral
163,2020-02-03,Bill Murray’s First-Ever National Ad Is Groundhog Day Super Bowl Genius for Jeep https://flip.it/dsTx.Z,Neutral
164,2020-02-06,,Neutral
165,2020-02-03,I love that ending,Positive
166,2020-02-03,Kudos to @ Jeep for the Groundhog Day Super Bowl commercial. # dontdriveangry # SuperBowlLIV # superbowllivads,Positive
167,2020-02-04,If you drive a jeep you're supposed to wave at other jeeps on the road kind of like motorcyclists.,Negative
168,2020-02-03,I think there was a movie like this a while back. . . . . . . Just messing with you,Negative
169,2020-02-06,"Just finished giving my Jeep a Seafoam treatment (since it recently hit 100k), and glad I waited until dark because that was one hell of a smoke show.",Positive
170,2020-02-03,Bill Murray and the Jeep commercial...my fav!!,Positive
171,2020-02-04,This @ Jeep wrangler we put a 4” @ OfficialMOPAR lift on with @ foxracingshox to make room for 35X12.50R17 @ procompusa MTs. # jeeplife # liftedjeep # wranglerpic.twitter.com/Q5mqeBzrnp,Neutral
172,2020-02-03,The # Jeep Groundhog Day commercial definitely won the # SuperBowl. Congratulations to Bill Murray on the MVP award.,Positive
173,2020-02-03,Jeep® | “Groundhog Day” | Bill Murray | 02.02.2020 https://youtu.be/AnhzGUcENWo  via @ YouTube,Neutral
174,2020-02-05,Beep....beep....who's....got...the...keys...to...the...stranded...Jeep. Keep...up...the...great...work...Bless...you...Fool.,Negative
175,2020-02-03,Why is # GroundhogDay not playing on tv more on February 2nd? It should play 24hrs straight like A Christmas Story does at Christmas. # BillMurray is the man. # Jeep https://youtu.be/AnhzGUcENWo,Neutral
176,2020-02-03,Bill Murray and @ Jeep win. That was great. We can all go to bed now. # SuperBowl # SuperBowlAds # GroundhogDay2020,Neutral
177,2020-02-05,It’s sad that the first thing I had to do was walk around my Jeep to make sure nothing was done with it...,Positive
178,2020-02-04,"Super Bowl's top ads on YouTube from Amazon, Facebook, Jeep https://variety.com/2020/digital/news/super-bowl-ads-most-viewed-youtube-1203490526/ …",Neutral
179,2020-02-03,Collectablediecastcar Matchbox Superfast Jeep Willys Military @ diecastcool @ mattel # collectablediecastcar # mattel # matchbox # matchboxsuperfast # matchboxjeep # vintagematchbox # matchboxlesney # lesneymatchbox # lesney # jeepwillys # superfastjeepwillys # 164scale # scale164pic.twitter.com/QH6mrFjB3X,Neutral
180,2020-02-03,"Actor Bill Murray has reprised his role as local TV weatherman Phil Connors from the 1993 film 'Groundhog Day' for a Jeep commercial that will air during Super Bowl LIV, which happens to be on Groundhog Day, Feb. 2, 2020. https://www.weau.com/content/news/WATCH-Bill-Murray-reprises-Groundhog-Day-role-for-Super-Bowl-commercial-567507891.html …",Neutral
181,2020-02-03,Yesssssssssssssss. This is the best. Congrats @ Jeep for winning # SBLIV. # SuperBowlLIV # SuperBowl2020 # SuperBowlhttps://twitter.com/jes_chastain/status/1224017167244386304 …,Neutral
182,2020-02-03,# TUMSWORTHYsweepstakes The Jeep commercial was classic and funny,Positive
183,2020-02-03,Kinda thought that Jeep commercial should have had a Jimmy Haslam cameo. # GroundhogDay,Neutral
184,2020-02-03,"No way, the @ Jeep and Bill Murray >>>",Neutral
185,2020-02-03,Needle Nose,Negative
186,2020-02-06,"@ MikeWayland Enjoyed ur story about how Jeep landed Bill Murray! One thing I noticed- Francois' pitch about SB & Groundhog Day being Feb 2 for 1st time in 54 years can't be correct. I know this because my Seahawks won their only SB Title Feb 2, 2014. So its 2nd time in 54 yrs :)",Neutral
187,2020-02-04,Jeep Cherokee 4x4 off road http://www.wallpapercasa.com/wallpapers/show/1157424 …,Neutral
188,2020-02-06,Before the XJ I had this 1964 cj5. I was living in Denver and buying parts from Mile High Jeep Rebuilders. One day I forgot to latch the hood before hitting the highway. Luckily this era jeep the hood is removable at… https://www.instagram.com/p/B8OoQs8gOFd/?igshid=hjd2o5mx2fik …,Neutral
189,2020-02-05,Planning to do the same for my 95 jeep. Can’t hear a damn thing when the top is off.,Negative
190,2020-02-03,I love brilliant so much. Going to buy a jeep af.,Positive
191,2020-02-03,"Hyundai's Smaht Pahk but also, i absolutely loved Jeep's Groundhog Day",Positive
192,2020-02-05,jeep dog,Neutral
193,2020-02-03,"Perhaps not standouts, but I liked the Jeep ad with its shout out to Groundhog Day""""",Positive
194,2020-02-03,Jeep wins!,Positive
195,2020-02-03,Aww I this # AvoNetwork,Neutral
196,2020-02-03,Groundhog Day Jeep commercial was pretty good,Positive
197,2020-02-04,Amazing ! Jeep® | “Groundhog Day” | Bill Murray + Bushy-Tailed Buddy’s Off Script ... https://youtu.be/5QgBRvMmWk4,Neutral
198,2020-02-06,2010 JEEP COMPASS SPORT ** GOLD ** SUV 4 Doors - $6500 - to view more details go to https://www.tucsonusedcarsandtrucks.com/inventory/view/12646685 …,Neutral
199,2020-02-03,"And finally, @ Jeep are the kings of 2020 # SuperBowl ads. Great product, great premise, funny, well shot and anything with Bill Murray is going to get my vote.",Positive
200,2020-02-03,The Jeep one with Bill Murray is amazing,Positive
201,2020-02-04,"On a long enough timeline, you'll buy every car.",Neutral
202,2020-02-05,something about Jeeps and beautiful women!!!!!!!!!,Positive
203,2020-02-03,I fux with the Jeep truck.,Neutral
204,2020-02-04,The jeep played me,Positive
205,2020-02-04,Está buenísimo,Positive
